"Product Title","Product Description","Product UID","Print File URL","Should Publish Images?"
"SHERO — Purple","The SHERO print in deep purple — Stine Weirsøe Flamant's feminist pop-art icon. Bold lettering and graphic energy on transparent ground.","framed_fine_arts_poster_mounted_geo_simplified_product_12-0_black_wood_w12xt22-mm_poster-mounting_plexiglass_hor_a4-8x12-inch_200-gsm-80lb-enhanced-uncoated","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/shero/SHERO%20%E2%80%94%20Purple.png","Yes"
"SHERO — Indigo","SHERO in indigo — a cool, dark take on Stine Weirsøe Flamant's SHERO series. Feminist art with graphic punch.","framed_fine_arts_poster_mounted_geo_simplified_product_12-0_black_wood_w12xt22-mm_poster-mounting_plexiglass_hor_a4-8x12-inch_200-gsm-80lb-enhanced-uncoated","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/shero/SHERO%20%E2%80%94%20Indigo.png","Yes"
"SHERO — III","Third print in the SHERO series by Stine Weirsøe Flamant. Layered colour, strong graphic composition, feminist energy.","framed_fine_arts_poster_mounted_geo_simplified_product_12-0_black_wood_w12xt22-mm_poster-mounting_plexiglass_hor_a4-8x12-inch_200-gsm-80lb-enhanced-uncoated","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/shero/SHERO%20%E2%80%94%20III.png","Yes"
"Mask Study","A looser, more exploratory mask drawing. Stine Weirsøe Flamant's Procreate sketch work at its most raw and immediate.","framed_fine_arts_poster_mounted_geo_simplified_product_12-0_black_wood_w12xt22-mm_poster-mounting_plexiglass_hor_a4-8x12-inch_200-gsm-80lb-enhanced-uncoated","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/masks/Mask%20Study.png","Yes"
"Sri Lanka Masks","Inspired by Sri Lankan ceremonial masks, this painting captures their vivid theatricality. Oil on board by Stine Weirsøe Flamant.","framed_fine_arts_poster_mounted_geo_simplified_product_12-0_black_wood_w12xt22-mm_poster-mounting_plexiglass_hor_a4-8x12-inch_200-gsm-80lb-enhanced-uncoated","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/masks/Sri%20Lanka%20Masks.jpg","Yes"
"Sea Monsters — Blue","Sea Monsters in deep ocean blue — Stine Weirsøe Flamant's quirky underwater world in landscape format.","framed_fine_arts_poster_mounted_geo_simplified_product_12-0_black_wood_w12xt22-mm_poster-mounting_plexiglass_hor_a4-8x12-inch_200-gsm-80lb-enhanced-uncoated","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/patterns/Sea%20Monsters%20%E2%80%94%20Blue.png","Yes"
"Colour Exploration I","First in a series of pure colour studies — Stine Weirsøe Flamant working through a botanical palette in Procreate.","framed_fine_arts_poster_mounted_geo_simplified_product_12-0_black_wood_w12xt22-mm_poster-mounting_plexiglass_hor_a4-8x12-inch_200-gsm-80lb-enhanced-uncoated","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/botanical/Colour_Exploration%201.png","Yes"
"Colour Exploration II","Second colour study from Stine Weirsøe Flamant's botanical Procreate series — layered, lush, experimental.","framed_fine_arts_poster_mounted_geo_simplified_product_12-0_black_wood_w12xt22-mm_poster-mounting_plexiglass_hor_a4-8x12-inch_200-gsm-80lb-enhanced-uncoated","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/botanical/Colour_Exploration%202.png","Yes"
"Colour Exploration III","Third colour study from Stine Weirsøe Flamant's botanical Procreate series.","framed_fine_arts_poster_mounted_geo_simplified_product_12-0_black_wood_w12xt22-mm_poster-mounting_plexiglass_hor_a4-8x12-inch_200-gsm-80lb-enhanced-uncoated","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/botanical/Colour_Exploration%203.png","Yes"
"Style Exploration","An exploratory Procreate work by Stine Weirsøe Flamant — loose mark-making and colour testing from the studio.","framed_fine_arts_poster_mounted_geo_simplified_product_12-0_black_wood_w12xt22-mm_poster-mounting_plexiglass_hor_a4-8x12-inch_200-gsm-80lb-enhanced-uncoated","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/botanical/Style_Exploration.png","Yes"
"Two Cats","Two cats — one frame, twice the personality. Digital Procreate work by Stine Weirsøe Flamant.","framed_fine_arts_poster_mounted_geo_simplified_product_12-0_black_wood_w12xt22-mm_poster-mounting_plexiglass_hor_a4-8x12-inch_200-gsm-80lb-enhanced-uncoated","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/animals/Two%20Cats.png","Yes"
