"Product Title","Product Description","Product UID","Print File URL","Should Publish Images?"
"Neko Paw — Yellow — Mug","Bold graphic print of a cat's paw in graphic outline style. Part of Stine Weirsøe Flamant's NEKO series — a love letter to cats in pop-art form. Yellow on white.","mug_product_msz_11-oz_mmat_ceramic-white_cl_4-0","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/neko/Neko%20Paw%20%E2%80%94%20Yellow.png","Yes"
"Neko Paw — Yellow Neon — Mug","Electric neon yellow cat paw. Part of the NEKO series by Stine Weirsøe Flamant — bold, graphic, instantly recognisable.","mug_product_msz_11-oz_mmat_ceramic-white_cl_4-0","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/neko/Neko%20Paw%20%E2%80%94%20Yellow%20Neon%20transparent.png","Yes"
"Neko Paw — Yellow & Blue — Mug","Two-colour cat paw print in yellow and blue. NEKO series by Stine Weirsøe Flamant — graphic, playful, contemporary Danish art.","mug_product_msz_11-oz_mmat_ceramic-white_cl_4-0","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/neko/Neko%20Paw%20%E2%80%94%20Yellow%20%26%20Blue%20transparent.png","Yes"
"Neko Paw — Pink — Mug","Soft pink cat paw in bold graphic outline. NEKO series by Stine Weirsøe Flamant — the same iconic form in a warmer tone.","mug_product_msz_11-oz_mmat_ceramic-white_cl_4-0","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/neko/Neko%20Paw%20%E2%80%94%20Pink.png","Yes"
"Neko Paw — Lilac — Mug","Dreamy lilac cat paw — a quieter voice in the NEKO series by Stine Weirsøe Flamant. Bold shape, soft colour.","mug_product_msz_11-oz_mmat_ceramic-white_cl_4-0","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/neko/Neko%20Paw%20%E2%80%94%20Lilac%20transparent.png","Yes"
"Neko Paw — Yellow II — Mug","Second yellow variant of the NEKO paw series. Stine Weirsøe Flamant's iconic cat paw in a slightly different composition.","mug_product_msz_11-oz_mmat_ceramic-white_cl_4-0","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/neko/Neko%20Paw%20%E2%80%94%20Yellow%20II.png","Yes"
"Neko Paw — Blue — Mug","Cool blue cat paw print in bold graphic outline. Part of the NEKO series by Stine Weirsøe Flamant.","mug_product_msz_11-oz_mmat_ceramic-white_cl_4-0","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/neko/neko_paw_blue.png","Yes"
"Neko Paw — Red — Mug","Fierce red cat paw — a bolder, warmer take on Stine Weirsøe Flamant's NEKO paw series.","mug_product_msz_11-oz_mmat_ceramic-white_cl_4-0","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/neko/neko_paw_red_transparent.png","Yes"
"Neko Paw — Black & White — Mug","The NEKO paw stripped back to pure graphic form — black outline on white. Stine Weirsøe Flamant.","mug_product_msz_11-oz_mmat_ceramic-white_cl_4-0","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/neko/neko_paw_bw_transparent.png","Yes"
"Neko — Pink — Mug","A pink variant from Stine Weirsøe Flamant's NEKO cat series. Graphic, bold, with a pop-art sensibility.","mug_product_msz_11-oz_mmat_ceramic-white_cl_4-0","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/neko/neko_pink_transparent.png","Yes"
"Neko Human I — Mug","Where human and cat meet — a digital drawing from Stine Weirsøe Flamant's exploration of the NEKO identity. Part of the Procreate series.","mug_product_msz_11-oz_mmat_ceramic-white_cl_4-0","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/neko/Neko%20Human%20I%20transparent.png","Yes"
"Neko Human II — Mug","Second piece in the Neko Human series. Stine Weirsøe Flamant blends human form and cat imagery in fluid digital line work.","mug_product_msz_11-oz_mmat_ceramic-white_cl_4-0","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/neko/Neko%20Human%20II.png","Yes"
"SHERO — Purple — Mug","The SHERO print in deep purple — Stine Weirsøe Flamant's feminist pop-art icon. Bold lettering and graphic energy on transparent ground.","mug_product_msz_11-oz_mmat_ceramic-white_cl_4-0","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/shero/SHERO%20%E2%80%94%20Purple.png","Yes"
"SHERO — Indigo — Mug","SHERO in indigo — a cool, dark take on Stine Weirsøe Flamant's SHERO series. Feminist art with graphic punch.","mug_product_msz_11-oz_mmat_ceramic-white_cl_4-0","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/shero/SHERO%20%E2%80%94%20Indigo.png","Yes"
"SHERO — III — Mug","Third print in the SHERO series by Stine Weirsøe Flamant. Layered colour, strong graphic composition, feminist energy.","mug_product_msz_11-oz_mmat_ceramic-white_cl_4-0","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/shero/SHERO%20%E2%80%94%20III.png","Yes"
"Mask — I — Mug","A hand-drawn mask in expressive line — first in Stine Weirsøe Flamant's mask series. Ink on paper, scanned and printed.","mug_product_msz_11-oz_mmat_ceramic-white_cl_4-0","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/masks/Mask%20%E2%80%94%20I%20cropped.png","Yes"
"Mask — II — Mug","Second mask in Stine Weirsøe Flamant's series of hand-drawn mask studies. Rich texture, bold presence.","mug_product_msz_11-oz_mmat_ceramic-white_cl_4-0","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/masks/Mask%20%E2%80%94%20II.png","Yes"
"Mask — III — Mug","Third mask study by Stine Weirsøe Flamant. Each mask in the series carries its own character and emotional weight.","mug_product_msz_11-oz_mmat_ceramic-white_cl_4-0","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/masks/Mask%20%E2%80%94%20III.png","Yes"
"Mask — Blasé — Mug","A Procreate digital mask portrait — detached, knowing, slightly bored. Part of Stine Weirsøe Flamant's digital mask series.","mug_product_msz_11-oz_mmat_ceramic-white_cl_4-0","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/masks/Mask%20%E2%80%94%20Blas%C3%A9.png","Yes"
"Mask — Calling — Mug","A mask that reaches out — digital Procreate work by Stine Weirsøe Flamant exploring gesture and identity through masked figures.","mug_product_msz_11-oz_mmat_ceramic-white_cl_4-0","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/masks/Mask%20%E2%80%94%20Calling.png","Yes"
"Mask — Dream — Mug","Softly surreal — a masked figure caught in something between sleep and thought. Digital work by Stine Weirsøe Flamant.","mug_product_msz_11-oz_mmat_ceramic-white_cl_4-0","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/masks/Mask%20%E2%80%94%20Dream.png","Yes"
"Mask — Conformist — Mug","A mask that wears its role well — Stine Weirsøe Flamant's wry take on social performance and conformity. Procreate digital art.","mug_product_msz_11-oz_mmat_ceramic-white_cl_4-0","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/masks/Mask%20%E2%80%94%20Conformist.png","Yes"
"Mask Study — Mug","A looser, more exploratory mask drawing. Stine Weirsøe Flamant's Procreate sketch work at its most raw and immediate.","mug_product_msz_11-oz_mmat_ceramic-white_cl_4-0","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/masks/Mask%20Study.png","Yes"
"Moon Face — Mug","A face caught in lunar light — soft and otherworldly. Digital Procreate work by Stine Weirsøe Flamant.","mug_product_msz_11-oz_mmat_ceramic-white_cl_4-0","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/masks/Moon%20Face.png","Yes"
