"Product Title","Product Description","Product UID","Print File URL","Should Publish Images?"
"SHERO — Purple — Greeting Card","Pack of 10 folded A6 greeting cards. The SHERO print in deep purple — Stine Weirsøe Flamant's feminist pop-art icon. Bold lettering and graphic energy on transparent ground. Printed on 350gsm coated silk with glossy protection. Blank inside.","pack_of_folded_cards_qt_10_pcs_pf_a6_upt_350-gsm-130lb-coated-silk_cl_4-4_ft_crease-ver_ct_glossy-protection_prt_1-0_sft_none_hor_ept_premium","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/shero/SHERO%20%E2%80%94%20Purple.png","Yes"
"SHERO — Indigo — Greeting Card","Pack of 10 folded A6 greeting cards. SHERO in indigo — a cool, dark take on Stine Weirsøe Flamant's SHERO series. Feminist art with graphic punch. Printed on 350gsm coated silk with glossy protection. Blank inside.","pack_of_folded_cards_qt_10_pcs_pf_a6_upt_350-gsm-130lb-coated-silk_cl_4-4_ft_crease-ver_ct_glossy-protection_prt_1-0_sft_none_hor_ept_premium","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/shero/SHERO%20%E2%80%94%20Indigo.png","Yes"
"SHERO — III — Greeting Card","Pack of 10 folded A6 greeting cards. Third print in the SHERO series by Stine Weirsøe Flamant. Layered colour, strong graphic composition, feminist energy. Printed on 350gsm coated silk with glossy protection. Blank inside.","pack_of_folded_cards_qt_10_pcs_pf_a6_upt_350-gsm-130lb-coated-silk_cl_4-4_ft_crease-ver_ct_glossy-protection_prt_1-0_sft_none_hor_ept_premium","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/shero/SHERO%20%E2%80%94%20III.png","Yes"
"Mask Study — Greeting Card","Pack of 10 folded A6 greeting cards. A looser, more exploratory mask drawing. Stine Weirsøe Flamant's Procreate sketch work at its most raw and immediate. Printed on 350gsm coated silk with glossy protection. Blank inside.","pack_of_folded_cards_qt_10_pcs_pf_a6_upt_350-gsm-130lb-coated-silk_cl_4-4_ft_crease-ver_ct_glossy-protection_prt_1-0_sft_none_hor_ept_premium","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/masks/Mask%20Study.png","Yes"
"Sri Lanka Masks — Greeting Card","Pack of 10 folded A6 greeting cards. Inspired by Sri Lankan ceremonial masks, this painting captures their vivid theatricality. Oil on board by Stine Weirsøe Flamant. Printed on 350gsm coated silk with glossy protection. Blank inside.","pack_of_folded_cards_qt_10_pcs_pf_a6_upt_350-gsm-130lb-coated-silk_cl_4-4_ft_crease-ver_ct_glossy-protection_prt_1-0_sft_none_hor_ept_premium","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/masks/Sri%20Lanka%20Masks.jpg","Yes"
"Sea Monsters — Blue — Greeting Card","Pack of 10 folded A6 greeting cards. Sea Monsters in deep ocean blue — Stine Weirsøe Flamant's quirky underwater world in landscape format. Printed on 350gsm coated silk with glossy protection. Blank inside.","pack_of_folded_cards_qt_10_pcs_pf_a6_upt_350-gsm-130lb-coated-silk_cl_4-4_ft_crease-ver_ct_glossy-protection_prt_1-0_sft_none_hor_ept_premium","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/patterns/Sea%20Monsters%20%E2%80%94%20Blue.png","Yes"
"Colour Exploration I — Greeting Card","Pack of 10 folded A6 greeting cards. First in a series of pure colour studies — Stine Weirsøe Flamant working through a botanical palette in Procreate. Printed on 350gsm coated silk with glossy protection. Blank inside.","pack_of_folded_cards_qt_10_pcs_pf_a6_upt_350-gsm-130lb-coated-silk_cl_4-4_ft_crease-ver_ct_glossy-protection_prt_1-0_sft_none_hor_ept_premium","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/botanical/Colour_Exploration%201.png","Yes"
"Colour Exploration II — Greeting Card","Pack of 10 folded A6 greeting cards. Second colour study from Stine Weirsøe Flamant's botanical Procreate series — layered, lush, experimental. Printed on 350gsm coated silk with glossy protection. Blank inside.","pack_of_folded_cards_qt_10_pcs_pf_a6_upt_350-gsm-130lb-coated-silk_cl_4-4_ft_crease-ver_ct_glossy-protection_prt_1-0_sft_none_hor_ept_premium","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/botanical/Colour_Exploration%202.png","Yes"
"Colour Exploration III — Greeting Card","Pack of 10 folded A6 greeting cards. Third colour study from Stine Weirsøe Flamant's botanical Procreate series. Printed on 350gsm coated silk with glossy protection. Blank inside.","pack_of_folded_cards_qt_10_pcs_pf_a6_upt_350-gsm-130lb-coated-silk_cl_4-4_ft_crease-ver_ct_glossy-protection_prt_1-0_sft_none_hor_ept_premium","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/botanical/Colour_Exploration%203.png","Yes"
"Style Exploration — Greeting Card","Pack of 10 folded A6 greeting cards. An exploratory Procreate work by Stine Weirsøe Flamant — loose mark-making and colour testing from the studio. Printed on 350gsm coated silk with glossy protection. Blank inside.","pack_of_folded_cards_qt_10_pcs_pf_a6_upt_350-gsm-130lb-coated-silk_cl_4-4_ft_crease-ver_ct_glossy-protection_prt_1-0_sft_none_hor_ept_premium","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/botanical/Style_Exploration.png","Yes"
