"Product Title","Product Description","Product UID","Print File URL","Should Publish Images?"
"Neko Paw — Yellow — Postcard (Landscape)","Bold graphic print of a cat's paw in graphic outline style. Part of Stine Weirsøe Flamant's NEKO series — a love letter to cats in pop-art form. Yellow on white.","pack_of_cards_qt_10_pcs_pf_a6_upt_350-gsm-130lb-coated-silk_cl_4-4_ct_glossy-protection_prt_1-0_sft_none_set_none_hor","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/neko/Neko%20Paw%20%E2%80%94%20Yellow.png","Yes"
"Neko Paw — Yellow Neon — Postcard (Landscape)","Electric neon yellow cat paw. Part of the NEKO series by Stine Weirsøe Flamant — bold, graphic, instantly recognisable.","pack_of_cards_qt_10_pcs_pf_a6_upt_350-gsm-130lb-coated-silk_cl_4-4_ct_glossy-protection_prt_1-0_sft_none_set_none_hor","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/neko/Neko%20Paw%20%E2%80%94%20Yellow%20Neon.png","Yes"
"Neko Paw — Yellow & Blue — Postcard (Landscape)","Two-colour cat paw print in yellow and blue. NEKO series by Stine Weirsøe Flamant — graphic, playful, contemporary Danish art.","pack_of_cards_qt_10_pcs_pf_a6_upt_350-gsm-130lb-coated-silk_cl_4-4_ct_glossy-protection_prt_1-0_sft_none_set_none_hor","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/neko/Neko%20Paw%20%E2%80%94%20Yellow%20%26%20Blue.png","Yes"
"Neko Paw — Pink — Postcard (Landscape)","Soft pink cat paw in bold graphic outline. NEKO series by Stine Weirsøe Flamant — the same iconic form in a warmer tone.","pack_of_cards_qt_10_pcs_pf_a6_upt_350-gsm-130lb-coated-silk_cl_4-4_ct_glossy-protection_prt_1-0_sft_none_set_none_hor","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/neko/Neko%20Paw%20%E2%80%94%20Pink.png","Yes"
"Neko Paw — Lilac — Postcard (Landscape)","Dreamy lilac cat paw — a quieter voice in the NEKO series by Stine Weirsøe Flamant. Bold shape, soft colour.","pack_of_cards_qt_10_pcs_pf_a6_upt_350-gsm-130lb-coated-silk_cl_4-4_ct_glossy-protection_prt_1-0_sft_none_set_none_hor","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/neko/Neko%20Paw%20%E2%80%94%20Lilac.png","Yes"
"Neko Paw — Yellow II — Postcard (Landscape)","Second yellow variant of the NEKO paw series. Stine Weirsøe Flamant's iconic cat paw in a slightly different composition.","pack_of_cards_qt_10_pcs_pf_a6_upt_350-gsm-130lb-coated-silk_cl_4-4_ct_glossy-protection_prt_1-0_sft_none_set_none_hor","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/neko/Neko%20Paw%20%E2%80%94%20Yellow%20II.png","Yes"
"Neko Paw — Blue — Postcard (Landscape)","Cool blue cat paw print in bold graphic outline. Part of the NEKO series by Stine Weirsøe Flamant.","pack_of_cards_qt_10_pcs_pf_a6_upt_350-gsm-130lb-coated-silk_cl_4-4_ct_glossy-protection_prt_1-0_sft_none_set_none_hor","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/neko/neko_paw_blue.png","Yes"
"Neko Paw — Red — Postcard (Landscape)","Fierce red cat paw — a bolder, warmer take on Stine Weirsøe Flamant's NEKO paw series.","pack_of_cards_qt_10_pcs_pf_a6_upt_350-gsm-130lb-coated-silk_cl_4-4_ct_glossy-protection_prt_1-0_sft_none_set_none_hor","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/neko/neko_paw_red.png","Yes"
"Neko Paw — Black & White — Postcard (Landscape)","The NEKO paw stripped back to pure graphic form — black outline on white. Stine Weirsøe Flamant.","pack_of_cards_qt_10_pcs_pf_a6_upt_350-gsm-130lb-coated-silk_cl_4-4_ct_glossy-protection_prt_1-0_sft_none_set_none_hor","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/neko/neko_paw_bw.png","Yes"
"Neko — Pink — Postcard (Landscape)","A pink variant from Stine Weirsøe Flamant's NEKO cat series. Graphic, bold, with a pop-art sensibility.","pack_of_cards_qt_10_pcs_pf_a6_upt_350-gsm-130lb-coated-silk_cl_4-4_ct_glossy-protection_prt_1-0_sft_none_set_none_hor","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/neko/neko_pink.png","Yes"
"Neko Human I — Postcard (Landscape)","Where human and cat meet — a digital drawing from Stine Weirsøe Flamant's exploration of the NEKO identity. Part of the Procreate series.","pack_of_cards_qt_10_pcs_pf_a6_upt_350-gsm-130lb-coated-silk_cl_4-4_ct_glossy-protection_prt_1-0_sft_none_set_none_hor","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/neko/Neko%20Human%20I.png","Yes"
"Neko Human II — Postcard (Landscape)","Second piece in the Neko Human series. Stine Weirsøe Flamant blends human form and cat imagery in fluid digital line work.","pack_of_cards_qt_10_pcs_pf_a6_upt_350-gsm-130lb-coated-silk_cl_4-4_ct_glossy-protection_prt_1-0_sft_none_set_none_hor","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/neko/Neko%20Human%20II.png","Yes"
"SHERO — Purple — Postcard (Landscape)","The SHERO print in deep purple — Stine Weirsøe Flamant's feminist pop-art icon. Bold lettering and graphic energy on transparent ground.","pack_of_cards_qt_10_pcs_pf_a6_upt_350-gsm-130lb-coated-silk_cl_4-4_ct_glossy-protection_prt_1-0_sft_none_set_none_hor","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/shero/SHERO%20%E2%80%94%20Purple.png","Yes"
"SHERO — Indigo — Postcard (Landscape)","SHERO in indigo — a cool, dark take on Stine Weirsøe Flamant's SHERO series. Feminist art with graphic punch.","pack_of_cards_qt_10_pcs_pf_a6_upt_350-gsm-130lb-coated-silk_cl_4-4_ct_glossy-protection_prt_1-0_sft_none_set_none_hor","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/shero/SHERO%20%E2%80%94%20Indigo.png","Yes"
"SHERO — III — Postcard (Landscape)","Third print in the SHERO series by Stine Weirsøe Flamant. Layered colour, strong graphic composition, feminist energy.","pack_of_cards_qt_10_pcs_pf_a6_upt_350-gsm-130lb-coated-silk_cl_4-4_ct_glossy-protection_prt_1-0_sft_none_set_none_hor","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/shero/SHERO%20%E2%80%94%20III.png","Yes"
"Mask — I — Postcard (Landscape)","A hand-drawn mask in expressive line — first in Stine Weirsøe Flamant's mask series. Ink on paper, scanned and printed.","pack_of_cards_qt_10_pcs_pf_a6_upt_350-gsm-130lb-coated-silk_cl_4-4_ct_glossy-protection_prt_1-0_sft_none_set_none_hor","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/masks/Mask%20%E2%80%94%20I%20cropped.png","Yes"
"Mask — II — Postcard (Landscape)","Second mask in Stine Weirsøe Flamant's series of hand-drawn mask studies. Rich texture, bold presence.","pack_of_cards_qt_10_pcs_pf_a6_upt_350-gsm-130lb-coated-silk_cl_4-4_ct_glossy-protection_prt_1-0_sft_none_set_none_hor","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/masks/Mask%20%E2%80%94%20II.png","Yes"
"Mask — III — Postcard (Landscape)","Third mask study by Stine Weirsøe Flamant. Each mask in the series carries its own character and emotional weight.","pack_of_cards_qt_10_pcs_pf_a6_upt_350-gsm-130lb-coated-silk_cl_4-4_ct_glossy-protection_prt_1-0_sft_none_set_none_hor","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/masks/Mask%20%E2%80%94%20III.png","Yes"
"Mask — Blasé — Postcard (Landscape)","A Procreate digital mask portrait — detached, knowing, slightly bored. Part of Stine Weirsøe Flamant's digital mask series.","pack_of_cards_qt_10_pcs_pf_a6_upt_350-gsm-130lb-coated-silk_cl_4-4_ct_glossy-protection_prt_1-0_sft_none_set_none_hor","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/masks/Mask%20%E2%80%94%20Blas%C3%A9.png","Yes"
"Mask — Calling — Postcard (Landscape)","A mask that reaches out — digital Procreate work by Stine Weirsøe Flamant exploring gesture and identity through masked figures.","pack_of_cards_qt_10_pcs_pf_a6_upt_350-gsm-130lb-coated-silk_cl_4-4_ct_glossy-protection_prt_1-0_sft_none_set_none_hor","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/masks/Mask%20%E2%80%94%20Calling.png","Yes"
